location,date,vaccine,total_vaccinations
Argentina,2022-05-20,Pfizer/BioNTech,17485646
Argentina,2022-05-20,Sinopharm/Beijing,28666637
Argentina,2022-05-20,Sputnik V,20546744
Argentina,2022-05-21,CanSino,796259
Argentina,2022-05-21,Moderna,7822466
Argentina,2022-05-21,Oxford/AstraZeneca,26551331
Argentina,2022-05-21,Pfizer/BioNTech,17528703
Argentina,2022-05-21,Sinopharm/Beijing,28668966
Argentina,2022-05-21,Sputnik V,20548209
Argentina,2022-05-22,CanSino,796371
Argentina,2022-05-22,Moderna,7849761
Argentina,2022-05-22,Oxford/AstraZeneca,26553952
Argentina,2022-05-22,Pfizer/BioNTech,17548335
Argentina,2022-05-22,Sinopharm/Beijing,28669901
Argentina,2022-05-22,Sputnik V,20548599
Argentina,2022-05-23,CanSino,800627
Argentina,2022-05-23,Moderna,7960047
Argentina,2022-05-23,Oxford/AstraZeneca,26567034
Argentina,2022-05-23,Pfizer/BioNTech,17635959
Argentina,2022-05-23,Sinopharm/Beijing,28673834
Argentina,2022-05-23,Sputnik V,20553299
Argentina,2022-05-24,CanSino,804714
Argentina,2022-05-24,Moderna,8062845
Argentina,2022-05-24,Oxford/AstraZeneca,26580687
Argentina,2022-05-24,Pfizer/BioNTech,17714747
Argentina,2022-05-24,Sinopharm/Beijing,28677969
Argentina,2022-05-24,Sputnik V,20558199
Argentina,2022-05-25,CanSino,805096
Argentina,2022-05-25,Moderna,8077827
Argentina,2022-05-25,Oxford/AstraZeneca,26585580
Argentina,2022-05-25,Pfizer/BioNTech,17728654
Argentina,2022-05-25,Sinopharm/Beijing,28678690
Argentina,2022-05-25,Sputnik V,20559484
Argentina,2022-05-26,CanSino,808342
Argentina,2022-05-26,Moderna,8189696
Argentina,2022-05-26,Oxford/AstraZeneca,26598200
Argentina,2022-05-26,Pfizer/BioNTech,17803922
Argentina,2022-05-26,Sinopharm/Beijing,28682048
Argentina,2022-05-26,Sputnik V,20561825
Argentina,2022-05-27,CanSino,812631
Argentina,2022-05-27,Moderna,8315546
Argentina,2022-05-27,Oxford/AstraZeneca,26609776
Argentina,2022-05-27,Pfizer/BioNTech,17885147
Argentina,2022-05-27,Sinopharm/Beijing,28686321
Argentina,2022-05-27,Sputnik V,20564250
Argentina,2022-05-28,CanSino,815014
Argentina,2022-05-28,Moderna,8381525
Argentina,2022-05-28,Oxford/AstraZeneca,26615116
Argentina,2022-05-28,Pfizer/BioNTech,17921048
Argentina,2022-05-28,Sinopharm/Beijing,28688627
Argentina,2022-05-28,Sputnik V,20565660
Argentina,2022-05-29,CanSino,815468
Argentina,2022-05-29,Moderna,8415871
Argentina,2022-05-29,Oxford/AstraZeneca,26617897
Argentina,2022-05-29,Pfizer/BioNTech,17939987
Argentina,2022-05-29,Sinopharm/Beijing,28689522
Argentina,2022-05-29,Sputnik V,20565983
Argentina,2022-05-30,CanSino,818838
Argentina,2022-05-30,Moderna,8531616
Argentina,2022-05-30,Oxford/AstraZeneca,26630205
Argentina,2022-05-30,Pfizer/BioNTech,18001425
Argentina,2022-05-30,Sinopharm/Beijing,28693148
Argentina,2022-05-30,Sputnik V,20567890
Argentina,2022-05-31,CanSino,823224
Argentina,2022-05-31,Moderna,8634995
Argentina,2022-05-31,Oxford/AstraZeneca,26640847
Argentina,2022-05-31,Pfizer/BioNTech,18065421
Argentina,2022-05-31,Sinopharm/Beijing,28696593
Argentina,2022-05-31,Sputnik V,20571378
Argentina,2022-06-01,CanSino,828013
Argentina,2022-06-01,Moderna,8728829
Argentina,2022-06-01,Oxford/AstraZeneca,26645662
Argentina,2022-06-01,Pfizer/BioNTech,18116314
Argentina,2022-06-01,Sinopharm/Beijing,28699449
Argentina,2022-06-01,Sputnik V,20573031
Argentina,2022-06-02,CanSino,834358
Argentina,2022-06-02,Moderna,8829688
Argentina,2022-06-02,Oxford/AstraZeneca,26650993
Argentina,2022-06-02,Pfizer/BioNTech,18158638
Argentina,2022-06-02,Sinopharm/Beijing,28702527
Argentina,2022-06-02,Sputnik V,20574841
Argentina,2022-06-03,CanSino,840011
Argentina,2022-06-03,Moderna,8942754
Argentina,2022-06-03,Oxford/AstraZeneca,26656567
Argentina,2022-06-03,Pfizer/BioNTech,18204379
Argentina,2022-06-03,Sinopharm/Beijing,28706109
Argentina,2022-06-03,Sputnik V,20575931
Argentina,2022-06-04,CanSino,840997
Argentina,2022-06-04,Moderna,8972900
Argentina,2022-06-04,Oxford/AstraZeneca,26657530
Argentina,2022-06-04,Pfizer/BioNTech,18213751
Argentina,2022-06-04,Sinopharm/Beijing,28706988
Argentina,2022-06-04,Sputnik V,20576177
Argentina,2022-06-05,CanSino,841070
Argentina,2022-06-05,Moderna,8988475
Argentina,2022-06-05,Oxford/AstraZeneca,26657717
Argentina,2022-06-05,Pfizer/BioNTech,18215611
Argentina,2022-06-05,Sinopharm/Beijing,28707255
Argentina,2022-06-05,Sputnik V,20576200
Argentina,2022-06-06,CanSino,846531
Argentina,2022-06-06,Moderna,9084714
Argentina,2022-06-06,Oxford/AstraZeneca,26661191
Argentina,2022-06-06,Pfizer/BioNTech,18248993
Argentina,2022-06-06,Sinopharm/Beijing,28710016
Argentina,2022-06-06,Sputnik V,20577661
Argentina,2022-06-07,CanSino,851191
Argentina,2022-06-07,Moderna,9171616
Argentina,2022-06-07,Oxford/AstraZeneca,26665304
Argentina,2022-06-07,Pfizer/BioNTech,18285137
Argentina,2022-06-07,Sinopharm/Beijing,28712989
Argentina,2022-06-07,Sputnik V,20579609
Argentina,2022-06-08,CanSino,855414
Argentina,2022-06-08,Moderna,9264350
Argentina,2022-06-08,Oxford/AstraZeneca,26668684
Argentina,2022-06-08,Pfizer/BioNTech,18320495
Argentina,2022-06-08,Sinopharm/Beijing,28716069
Argentina,2022-06-08,Sputnik V,20580867
Argentina,2022-06-09,CanSino,859953
Argentina,2022-06-09,Moderna,9356919
Argentina,2022-06-09,Oxford/AstraZeneca,26671793
Argentina,2022-06-09,Pfizer/BioNTech,18354512
Argentina,2022-06-09,Sinopharm/Beijing,28719179
Argentina,2022-06-09,Sputnik V,20582303
Argentina,2022-06-10,CanSino,863609
Argentina,2022-06-10,Moderna,9459999
Argentina,2022-06-10,Oxford/AstraZeneca,26675236
Argentina,2022-06-10,Pfizer/BioNTech,18390617
Argentina,2022-06-10,Sinopharm/Beijing,28722702
Argentina,2022-06-10,Sputnik V,20583375
Argentina,2022-06-11,CanSino,864504
Argentina,2022-06-11,Moderna,9489340
Argentina,2022-06-11,Oxford/AstraZeneca,26675942
Argentina,2022-06-11,Pfizer/BioNTech,18397260
Argentina,2022-06-11,Sinopharm/Beijing,28723423
Argentina,2022-06-11,Sputnik V,20583535
Argentina,2022-06-12,CanSino,864569
Argentina,2022-06-12,Moderna,9505106
Argentina,2022-06-12,Oxford/AstraZeneca,26676035
Argentina,2022-06-12,Pfizer/BioNTech,18398288
Argentina,2022-06-12,Sinopharm/Beijing,28723535
Argentina,2022-06-12,Sputnik V,20583557
Argentina,2022-06-13,CanSino,868729
Argentina,2022-06-13,Moderna,9599167
Argentina,2022-06-13,Oxford/AstraZeneca,26678526
Argentina,2022-06-13,Pfizer/BioNTech,18428506
Argentina,2022-06-13,Sinopharm/Beijing,28726288
Argentina,2022-06-13,Sputnik V,20584144
Argentina,2022-06-14,CanSino,872903
Argentina,2022-06-14,Moderna,9699229
Argentina,2022-06-14,Oxford/AstraZeneca,26681346
Argentina,2022-06-14,Pfizer/BioNTech,18460508
Argentina,2022-06-14,Sinopharm/Beijing,28729282
Argentina,2022-06-14,Sputnik V,20584913
Argentina,2022-06-15,CanSino,877154
Argentina,2022-06-15,Moderna,9796573
Argentina,2022-06-15,Oxford/AstraZeneca,26684045
Argentina,2022-06-15,Pfizer/BioNTech,18493447
Argentina,2022-06-15,Sinopharm/Beijing,28732288
Argentina,2022-06-15,Sputnik V,20585427
Argentina,2022-06-16,CanSino,880640
Argentina,2022-06-16,Moderna,9902008
Argentina,2022-06-16,Oxford/AstraZeneca,26687279
Argentina,2022-06-16,Pfizer/BioNTech,18525990
Argentina,2022-06-16,Sinopharm/Beijing,28735442
Argentina,2022-06-16,Sputnik V,20586009
Argentina,2022-06-17,CanSino,880731
Argentina,2022-06-17,Moderna,9918121
Argentina,2022-06-17,Oxford/AstraZeneca,26687675
Argentina,2022-06-17,Pfizer/BioNTech,18532779
Argentina,2022-06-17,Sinopharm/Beijing,28735863
Argentina,2022-06-17,Sputnik V,20586051
Argentina,2022-06-18,CanSino,880846
Argentina,2022-06-18,Moderna,9939465
Argentina,2022-06-18,Oxford/AstraZeneca,26688062
Argentina,2022-06-18,Pfizer/BioNTech,18537253
Argentina,2022-06-18,Sinopharm/Beijing,28736219
Argentina,2022-06-18,Sputnik V,20586087
Argentina,2022-06-19,CanSino,880866
Argentina,2022-06-19,Moderna,9940532
Argentina,2022-06-19,Oxford/AstraZeneca,26688140
Argentina,2022-06-19,Pfizer/BioNTech,18537439
Argentina,2022-06-19,Sinopharm/Beijing,28736232
Argentina,2022-06-19,Sputnik V,20586093
Argentina,2022-06-20,CanSino,880974
Argentina,2022-06-20,Moderna,9955786
Argentina,2022-06-20,Oxford/AstraZeneca,26688279
Argentina,2022-06-20,Pfizer/BioNTech,18539597
Argentina,2022-06-20,Sinopharm/Beijing,28736419
Argentina,2022-06-20,Sputnik V,20586106
Argentina,2022-06-21,CanSino,883733
Argentina,2022-06-21,Moderna,10042069
Argentina,2022-06-21,Oxford/AstraZeneca,26690719
Argentina,2022-06-21,Pfizer/BioNTech,18558501
Argentina,2022-06-21,Sinopharm/Beijing,28738659
Argentina,2022-06-21,Sputnik V,20586844
Argentina,2022-06-22,CanSino,885541
Argentina,2022-06-22,Moderna,10123341
Argentina,2022-06-22,Oxford/AstraZeneca,26693011
Argentina,2022-06-22,Pfizer/BioNTech,18579263
Argentina,2022-06-22,Sinopharm/Beijing,28740900
Argentina,2022-06-22,Sputnik V,20587461
Argentina,2022-06-23,CanSino,887519
Argentina,2022-06-23,Moderna,10199472
Argentina,2022-06-23,Oxford/AstraZeneca,26698767
Argentina,2022-06-23,Pfizer/BioNTech,18598955
Argentina,2022-06-23,Sinopharm/Beijing,28743204
Argentina,2022-06-23,Sputnik V,20588136
Argentina,2022-06-24,CanSino,889822
Argentina,2022-06-24,Moderna,10277166
Argentina,2022-06-24,Oxford/AstraZeneca,26705704
Argentina,2022-06-24,Pfizer/BioNTech,18624415
Argentina,2022-06-24,Sinopharm/Beijing,28745829
Argentina,2022-06-24,Sputnik V,20589057
Argentina,2022-06-25,CanSino,889981
Argentina,2022-06-25,Moderna,10295745
Argentina,2022-06-25,Oxford/AstraZeneca,26709612
Argentina,2022-06-25,Pfizer/BioNTech,18630352
Argentina,2022-06-25,Sinopharm/Beijing,28746303
Argentina,2022-06-25,Sputnik V,20589329
Argentina,2022-06-26,CanSino,890028
Argentina,2022-06-26,Moderna,10307493
Argentina,2022-06-26,Oxford/AstraZeneca,26712528
Argentina,2022-06-26,Pfizer/BioNTech,18633253
Argentina,2022-06-26,Sinopharm/Beijing,28746507
Argentina,2022-06-26,Sputnik V,20589358
Argentina,2022-06-27,CanSino,890877
Argentina,2022-06-27,Moderna,10349370
Argentina,2022-06-27,Oxford/AstraZeneca,26717579
Argentina,2022-06-27,Pfizer/BioNTech,18648604
Argentina,2022-06-27,Sinopharm/Beijing,28747896
Argentina,2022-06-27,Sputnik V,20589627
Argentina,2022-06-28,CanSino,892586
Argentina,2022-06-28,Moderna,10419949
Argentina,2022-06-28,Oxford/AstraZeneca,26723469
Argentina,2022-06-28,Pfizer/BioNTech,18667059
Argentina,2022-06-28,Sinopharm/Beijing,28750288
Argentina,2022-06-28,Sputnik V,20590342
Argentina,2022-06-29,CanSino,893913
Argentina,2022-06-29,Moderna,10488463
Argentina,2022-06-29,Oxford/AstraZeneca,26729694
Argentina,2022-06-29,Pfizer/BioNTech,18686007
Argentina,2022-06-29,Sinopharm/Beijing,28752762
Argentina,2022-06-29,Sputnik V,20591320
Argentina,2022-06-30,CanSino,895137
Argentina,2022-06-30,Moderna,10552916
Argentina,2022-06-30,Oxford/AstraZeneca,26739358
Argentina,2022-06-30,Pfizer/BioNTech,18705826
Argentina,2022-06-30,Sinopharm/Beijing,28755279
Argentina,2022-06-30,Sputnik V,20592381
Argentina,2022-07-01,CanSino,896638
Argentina,2022-07-01,Moderna,10630472
Argentina,2022-07-01,Oxford/AstraZeneca,26739391
Argentina,2022-07-01,Pfizer/BioNTech,18723361
Argentina,2022-07-01,Sinopharm/Beijing,28758094
Argentina,2022-07-01,Sputnik V,20593088
Argentina,2022-07-02,CanSino,896845
Argentina,2022-07-02,Moderna,10650837
Argentina,2022-07-02,Oxford/AstraZeneca,26739392
Argentina,2022-07-02,Pfizer/BioNTech,18728308
Argentina,2022-07-02,Sinopharm/Beijing,28758436
Argentina,2022-07-02,Sputnik V,20593969
Argentina,2022-07-03,CanSino,896859
Argentina,2022-07-03,Moderna,10663737
Argentina,2022-07-03,Oxford/AstraZeneca,26739393
Argentina,2022-07-03,Pfizer/BioNTech,18729716
Argentina,2022-07-03,Sinopharm/Beijing,28758535
Argentina,2022-07-03,Sputnik V,20594031
Argentina,2022-07-04,CanSino,898532
Argentina,2022-07-04,Moderna,10730978
Argentina,2022-07-04,Oxford/AstraZeneca,26739419
Argentina,2022-07-04,Pfizer/BioNTech,18743521
Argentina,2022-07-04,Sinopharm/Beijing,28760767
Argentina,2022-07-04,Sputnik V,20596239
Argentina,2022-07-05,CanSino,900636
Argentina,2022-07-05,Moderna,10800854
Argentina,2022-07-05,Oxford/AstraZeneca,26739427
Argentina,2022-07-05,Pfizer/BioNTech,18757607
Argentina,2022-07-05,Sinopharm/Beijing,28762836
Argentina,2022-07-05,Sputnik V,20598468
Argentina,2022-07-06,CanSino,902123
Argentina,2022-07-06,Moderna,10868971
Argentina,2022-07-06,Oxford/AstraZeneca,26739444
Argentina,2022-07-06,Pfizer/BioNTech,18771689
Argentina,2022-07-06,Sinopharm/Beijing,28764935
Argentina,2022-07-06,Sputnik V,20603394
Argentina,2022-07-07,CanSino,903602
Argentina,2022-07-07,Moderna,10941366
Argentina,2022-07-07,Oxford/AstraZeneca,26739447
Argentina,2022-07-07,Pfizer/BioNTech,18784051
Argentina,2022-07-07,Sinopharm/Beijing,28766812
Argentina,2022-07-07,Sputnik V,20606074
Argentina,2022-07-08,CanSino,905307
Argentina,2022-07-08,Moderna,11014396
Argentina,2022-07-08,Oxford/AstraZeneca,26739450
Argentina,2022-07-08,Pfizer/BioNTech,18796407
Argentina,2022-07-08,Sinopharm/Beijing,28768704
Argentina,2022-07-08,Sputnik V,20608751
Argentina,2022-07-09,CanSino,905456
Argentina,2022-07-09,Moderna,11029703
Argentina,2022-07-09,Pfizer/BioNTech,18799915
Argentina,2022-07-09,Sinopharm/Beijing,28769126
Argentina,2022-07-09,Sputnik V,20609757
Argentina,2022-07-10,CanSino,905459
Argentina,2022-07-10,Moderna,11039659
Argentina,2022-07-10,Pfizer/BioNTech,18802576
Argentina,2022-07-10,Sinopharm/Beijing,28769345
Argentina,2022-07-10,Sputnik V,20609833
Argentina,2022-07-11,CanSino,906873
Argentina,2022-07-11,Moderna,11099572
Argentina,2022-07-11,Oxford/AstraZeneca,26739457
Argentina,2022-07-11,Pfizer/BioNTech,18812670
Argentina,2022-07-11,Sinopharm/Beijing,28771051
Argentina,2022-07-11,Sputnik V,20612063
Argentina,2022-07-12,CanSino,908395
Argentina,2022-07-12,Moderna,11162790
Argentina,2022-07-12,Oxford/AstraZeneca,26739458
Argentina,2022-07-12,Pfizer/BioNTech,18822706
Argentina,2022-07-12,Sinopharm/Beijing,28772713
Argentina,2022-07-12,Sputnik V,20614441
Argentina,2022-07-13,CanSino,909852
Argentina,2022-07-13,Moderna,11222884
Argentina,2022-07-13,Oxford/AstraZeneca,26739464
Argentina,2022-07-13,Pfizer/BioNTech,18832928
Argentina,2022-07-13,Sinopharm/Beijing,28774492
Argentina,2022-07-13,Sputnik V,20618901
Argentina,2022-07-14,CanSino,910899
Argentina,2022-07-14,Moderna,11282013
Argentina,2022-07-14,Oxford/AstraZeneca,26739469
Argentina,2022-07-14,Pfizer/BioNTech,18843697
Argentina,2022-07-14,Sinopharm/Beijing,28776283
Argentina,2022-07-14,Sputnik V,20620947
Argentina,2022-07-15,CanSino,911961
Argentina,2022-07-15,Moderna,11336301
Argentina,2022-07-15,Oxford/AstraZeneca,26739487
Argentina,2022-07-15,Pfizer/BioNTech,18853092
Argentina,2022-07-15,Sinopharm/Beijing,28777651
Argentina,2022-07-15,Sputnik V,20623218
Argentina,2022-07-16,CanSino,912022
Argentina,2022-07-16,Moderna,11349282
Argentina,2022-07-16,Pfizer/BioNTech,18854883
Argentina,2022-07-16,Sinopharm/Beijing,28777913
Argentina,2022-07-16,Sputnik V,20623577
Argentina,2022-07-17,CanSino,912046
Argentina,2022-07-17,Moderna,11357724
Argentina,2022-07-17,Pfizer/BioNTech,18855358
Argentina,2022-07-17,Sinopharm/Beijing,28778053
Argentina,2022-07-17,Sputnik V,20623688
Argentina,2022-07-18,CanSino,913273
Argentina,2022-07-18,Moderna,11407160
Argentina,2022-07-18,Oxford/AstraZeneca,26739488
Argentina,2022-07-18,Pfizer/BioNTech,18865162
Argentina,2022-07-18,Sinopharm/Beijing,28779774
Argentina,2022-07-18,Sputnik V,20625859
Argentina,2022-07-19,CanSino,914545
Argentina,2022-07-19,Moderna,11463705
Argentina,2022-07-19,Oxford/AstraZeneca,26739496
Argentina,2022-07-19,Pfizer/BioNTech,18875505
Argentina,2022-07-19,Sinopharm/Beijing,28781655
Argentina,2022-07-19,Sputnik V,20627828
Argentina,2022-07-20,CanSino,915659
Argentina,2022-07-20,Moderna,11511700
Argentina,2022-07-20,Oxford/AstraZeneca,26739498
Argentina,2022-07-20,Pfizer/BioNTech,18883704
Argentina,2022-07-20,Sinopharm/Beijing,28783430
Argentina,2022-07-20,Sputnik V,20630285
Argentina,2022-07-21,CanSino,917137
Argentina,2022-07-21,Moderna,11561295
Argentina,2022-07-21,Pfizer/BioNTech,18893184
Argentina,2022-07-21,Sinopharm/Beijing,28785247
Argentina,2022-07-21,Sputnik V,20632025
Argentina,2022-07-22,CanSino,918676
Argentina,2022-07-22,Moderna,11616167
Argentina,2022-07-22,Oxford/AstraZeneca,26739510
Argentina,2022-07-22,Pfizer/BioNTech,18904773
Argentina,2022-07-22,Sinopharm/Beijing,28787412
Argentina,2022-07-22,Sputnik V,20634216
Argentina,2022-07-23,CanSino,918860
Argentina,2022-07-23,Moderna,11627938
Argentina,2022-07-23,Oxford/AstraZeneca,26739511
Argentina,2022-07-23,Pfizer/BioNTech,18906533
Argentina,2022-07-23,Sinopharm/Beijing,28787693
Argentina,2022-07-23,Sputnik V,20634650
Argentina,2022-07-24,CanSino,918885
Argentina,2022-07-24,Moderna,11633764
Argentina,2022-07-24,Pfizer/BioNTech,18906749
Argentina,2022-07-24,Sinopharm/Beijing,28787821
Argentina,2022-07-24,Sputnik V,20634760
Argentina,2022-07-25,CanSino,919971
Argentina,2022-07-25,Moderna,11674702
Argentina,2022-07-25,Oxford/AstraZeneca,26739514
Argentina,2022-07-25,Pfizer/BioNTech,18913560
Argentina,2022-07-25,Sinopharm/Beijing,28789160
Argentina,2022-07-25,Sputnik V,20636538
Argentina,2022-07-26,CanSino,921387
Argentina,2022-07-26,Moderna,11723876
Argentina,2022-07-26,Oxford/AstraZeneca,26739521
Argentina,2022-07-26,Pfizer/BioNTech,18923097
Argentina,2022-07-26,Sinopharm/Beijing,28791082
Argentina,2022-07-26,Sputnik V,20638169
Argentina,2022-07-27,CanSino,922561
Argentina,2022-07-27,Moderna,11769154
Argentina,2022-07-27,Oxford/AstraZeneca,26739523
Argentina,2022-07-27,Pfizer/BioNTech,18932254
Argentina,2022-07-27,Sinopharm/Beijing,28792949
Argentina,2022-07-27,Sputnik V,20641396
Argentina,2022-07-28,CanSino,923922
Argentina,2022-07-28,Moderna,11816900
Argentina,2022-07-28,Pfizer/BioNTech,18942707
Argentina,2022-07-28,Sinopharm/Beijing,28794959
Argentina,2022-07-28,Sputnik V,20643968
Argentina,2022-07-29,CanSino,925426
Argentina,2022-07-29,Moderna,11870898
Argentina,2022-07-29,Oxford/AstraZeneca,26739527
Argentina,2022-07-29,Pfizer/BioNTech,18956248
Argentina,2022-07-29,Sinopharm/Beijing,28797450
Argentina,2022-07-29,Sputnik V,20646361
Argentina,2022-07-30,CanSino,925632
Argentina,2022-07-30,Moderna,11882980
Argentina,2022-07-30,Pfizer/BioNTech,18958577
Argentina,2022-07-30,Sinopharm/Beijing,28797887
Argentina,2022-07-30,Sputnik V,20646581
Argentina,2022-07-31,CanSino,925639
Argentina,2022-07-31,Moderna,11888985
Argentina,2022-07-31,Pfizer/BioNTech,18959086
Argentina,2022-07-31,Sinopharm/Beijing,28798060
Argentina,2022-07-31,Sputnik V,20646610
Argentina,2022-08-01,CanSino,927097
Argentina,2022-08-01,Moderna,11927040
Argentina,2022-08-01,Oxford/AstraZeneca,26739530
Argentina,2022-08-01,Pfizer/BioNTech,18961130
Argentina,2022-08-01,Sinopharm/Beijing,28799577
Argentina,2022-08-01,Sputnik V,20648542
Argentina,2022-08-02,CanSino,928417
Argentina,2022-08-02,Moderna,11966371
Argentina,2022-08-02,Oxford/AstraZeneca,26739532
Argentina,2022-08-02,Pfizer/BioNTech,18963528
Argentina,2022-08-02,Sinopharm/Beijing,28801098
Argentina,2022-08-02,Sputnik V,20650766
Argentina,2022-08-03,CanSino,929701
Argentina,2022-08-03,Moderna,12001804
Argentina,2022-08-03,Oxford/AstraZeneca,26739535
Argentina,2022-08-03,Pfizer/BioNTech,18966608
Argentina,2022-08-03,Sinopharm/Beijing,28802644
Argentina,2022-08-03,Sputnik V,20652970
Argentina,2022-08-04,CanSino,930870
Argentina,2022-08-04,Moderna,12035332
Argentina,2022-08-04,Oxford/AstraZeneca,26739540
Argentina,2022-08-04,Pfizer/BioNTech,18969971
Argentina,2022-08-04,Sinopharm/Beijing,28803999
Argentina,2022-08-04,Sputnik V,20654306
Argentina,2022-08-05,CanSino,932132
Argentina,2022-08-05,Moderna,12079936
Argentina,2022-08-05,Oxford/AstraZeneca,26739545
Argentina,2022-08-05,Pfizer/BioNTech,18974340
Argentina,2022-08-05,Sinopharm/Beijing,28805915
Argentina,2022-08-05,Sputnik V,20655814
Argentina,2022-08-06,CanSino,932264
Argentina,2022-08-06,Moderna,12087881
Argentina,2022-08-06,Pfizer/BioNTech,18975119
Argentina,2022-08-06,Sinopharm/Beijing,28806220
Argentina,2022-08-06,Sputnik V,20656072
Argentina,2022-08-07,CanSino,932272
Argentina,2022-08-07,Moderna,12092107
Argentina,2022-08-07,Pfizer/BioNTech,18975157
Argentina,2022-08-07,Sinopharm/Beijing,28806408
Argentina,2022-08-07,Sputnik V,20656095
Argentina,2022-08-08,CanSino,933802
Argentina,2022-08-08,Moderna,12131198
Argentina,2022-08-08,Pfizer/BioNTech,18977796
Argentina,2022-08-08,Sinopharm/Beijing,28807759
Argentina,2022-08-08,Sputnik V,20657632
Argentina,2022-08-09,CanSino,935295
Argentina,2022-08-09,Moderna,12169270
Argentina,2022-08-09,Pfizer/BioNTech,18980740
Argentina,2022-08-09,Sinopharm/Beijing,28809355
Argentina,2022-08-09,Sputnik V,20659124
Argentina,2022-08-10,CanSino,936903
Argentina,2022-08-10,Moderna,12208529
Argentina,2022-08-10,Oxford/AstraZeneca,26739546
Argentina,2022-08-10,Pfizer/BioNTech,18984628
Argentina,2022-08-10,Sinopharm/Beijing,28810977
Argentina,2022-08-10,Sputnik V,20660488
Argentina,2022-08-11,CanSino,938193
Argentina,2022-08-11,Moderna,12246318
Argentina,2022-08-11,Oxford/AstraZeneca,26739547
Argentina,2022-08-11,Pfizer/BioNTech,18987541
Argentina,2022-08-11,Sinopharm/Beijing,28812533
Argentina,2022-08-11,Sputnik V,20661549
Argentina,2022-08-12,CanSino,939505
Argentina,2022-08-12,Moderna,12290316
Argentina,2022-08-12,Pfizer/BioNTech,18991505
Argentina,2022-08-12,Sinopharm/Beijing,28814085
Argentina,2022-08-12,Sputnik V,20662914
Argentina,2022-08-13,CanSino,939672
Argentina,2022-08-13,Moderna,12299641
Argentina,2022-08-13,Pfizer/BioNTech,18992182
Argentina,2022-08-13,Sinopharm/Beijing,28814351
Argentina,2022-08-13,Sputnik V,20663141
Argentina,2022-08-14,CanSino,939693
Argentina,2022-08-14,Moderna,12303893
Argentina,2022-08-14,Pfizer/BioNTech,18992244
Argentina,2022-08-14,Sinopharm/Beijing,28814426
Argentina,2022-08-14,Sputnik V,20663231
Argentina,2022-08-15,CanSino,939756
Argentina,2022-08-15,Moderna,12309662
Argentina,2022-08-15,Pfizer/BioNTech,18992297
Argentina,2022-08-15,Sinopharm/Beijing,28814600
Argentina,2022-08-15,Sputnik V,20663262
Argentina,2022-08-16,CanSino,940546
Argentina,2022-08-16,Moderna,12344104
Argentina,2022-08-16,Oxford/AstraZeneca,26739549
Argentina,2022-08-16,Pfizer/BioNTech,18994991
Argentina,2022-08-16,Sinopharm/Beijing,28815805
Argentina,2022-08-16,Sputnik V,20664217
Argentina,2022-08-17,CanSino,941486
Argentina,2022-08-17,Moderna,12379142
Argentina,2022-08-17,Oxford/AstraZeneca,26739552
Argentina,2022-08-17,Pfizer/BioNTech,18997784
Argentina,2022-08-17,Sinopharm/Beijing,28816847
Argentina,2022-08-17,Sputnik V,20665489
Argentina,2022-08-18,CanSino,942512
Argentina,2022-08-18,Moderna,12413736
Argentina,2022-08-18,Pfizer/BioNTech,19000654
Argentina,2022-08-18,Sinopharm/Beijing,28818072
Argentina,2022-08-18,Sputnik V,20666634
Argentina,2022-08-19,CanSino,943555
Argentina,2022-08-19,Moderna,12447322
Argentina,2022-08-19,Pfizer/BioNTech,19003105
Argentina,2022-08-19,Sinopharm/Beijing,28819208
Argentina,2022-08-19,Sputnik V,20668315
Argentina,2022-08-20,CanSino,943608
Argentina,2022-08-20,Moderna,12454409
Argentina,2022-08-20,Pfizer/BioNTech,19003527
Argentina,2022-08-20,Sinopharm/Beijing,28819359
Argentina,2022-08-20,Sputnik V,20668460
Argentina,2022-08-21,CanSino,943627
Argentina,2022-08-21,Moderna,12456804
Argentina,2022-08-21,Pfizer/BioNTech,19003591
Argentina,2022-08-21,Sinopharm/Beijing,28819387
Argentina,2022-08-21,Sputnik V,20668463
Argentina,2022-08-22,CanSino,944543
Argentina,2022-08-22,Moderna,12485633
Argentina,2022-08-22,Oxford/AstraZeneca,26739553
Argentina,2022-08-22,Pfizer/BioNTech,19005327
Argentina,2022-08-22,Sinopharm/Beijing,28820231
Argentina,2022-08-22,Sputnik V,20671134
Argentina,2022-08-23,Moderna,12485660
Austria,2021-01-08,Johnson&Johnson,0
Austria,2021-01-08,Moderna,0
Austria,2021-01-08,Novavax,0
Austria,2021-01-08,Oxford/AstraZeneca,0
Austria,2021-01-08,Pfizer/BioNTech,31740
Austria,2021-01-15,Moderna,104
Austria,2021-01-15,Pfizer/BioNTech,117445
Austria,2021-01-22,Moderna,355
Austria,2021-01-22,Pfizer/BioNTech,215539
Austria,2021-01-29,Moderna,4370
Austria,2021-01-29,Pfizer/BioNTech,260865
Austria,2021-02-05,Moderna,6110
Austria,2021-02-05,Pfizer/BioNTech,357699
Austria,2021-02-12,Moderna,10274
Austria,2021-02-12,Oxford/AstraZeneca,10852
Austria,2021-02-12,Pfizer/BioNTech,460382
Austria,2021-02-19,Moderna,14480
Austria,2021-02-19,Oxford/AstraZeneca,43801
Austria,2021-02-19,Pfizer/BioNTech,526827
Austria,2021-02-26,Moderna,22995
Austria,2021-02-26,Oxford/AstraZeneca,102005
